"","Color","Sex","Yds/Min","Points","Year","HighScore","Org."
"873",5,2,1457.676,15,2013,2,4
"874",5,2,1457.273,13,2013,2,4
"875",5,3,1457.225,13,2013,2,4
"876",1,2,1454.979,12,2013,2,4
"877",1,3,1453.601,11,2013,2,4
"878",1,2,1452.864,10,2013,2,4
"879",5,3,1452.773,9,2013,2,4
"880",5,2,1452.749,8,2013,2,4
"881",5,2,1451.947,7,2013,2,4
"882",5,2,1451.461,6,2013,2,4
"883",1,2,1451.142,5,2013,2,4
"884",5,3,1449.395,4,2013,2,4
"885",1,2,1448.324,91,2013,1,4
"886",1,2,1442.917,80,2013,1,4
"887",9,3,1442.748,69,2013,2,4
"888",1,2,1442.578,58,2013,2,4
"889",1,3,1441.73,58,2013,2,4
"890",5,2,1441.73,47,2013,2,4
"891",1,2,1441.646,36,2013,2,4
"892",5,3,1441.459,25,2013,2,4
"893",5,3,1441.29,14,2013,2,4
"894",7,3,1440.997,3,2013,2,4
"895",5,2,1440.481,1,2013,2,4
"896",5,2,1439.444,1,2013,2,4
"897",1,3,1435.425,1,2013,2,4
"898",5,2,1430.288,1,2013,2,4
"899",6,2,1429.907,1,2013,2,4
"900",5,2,1425.745,1,2013,2,4
"901",5,3,1399.939,1,2013,2,4
"902",5,2,1389.31,1,2013,2,4
"903",1,2,1370.06,1,2013,2,4
"904",1,2,1365.294,1,2013,2,4
"905",10,2,1338.621,1,2013,2,4
"906",5,3,1308.367,1,2013,2,4
"907",5,2,489.693,1,2013,2,4
"908",6,2,1018.583,101,2012,1,4
"909",1,3,985.497,100,2012,1,4
"910",7,3,980.137,99,2012,1,4
"911",1,3,974.992,99,2012,1,4
"912",1,3,974.862,98,2012,1,4
"913",1,2,974.786,97,2012,1,4
"914",5,2,974.634,96,2012,1,4
"915",6,3,972.427,95,2012,1,4
"916",5,2,963.928,94,2012,1,4
"917",6,3,959.922,94,2012,1,4
"918",1,2,949.198,93,2012,1,4
"919",7,3,945.572,92,2012,1,4
"920",9,2,945.365,90,2012,1,4
"921",1,3,944.152,89,2012,1,4
"922",6,3,943.975,88,2012,1,4
"923",5,3,936.443,88,2012,1,4
"924",6,2,935.892,87,2012,1,4
"925",6,2,930.56,86,2012,1,4
"926",1,3,926.734,85,2012,1,4
"927",1,2,925.184,84,2012,1,4
"928",5,3,922.833,83,2012,1,4
"929",1,2,916.361,83,2012,1,4
"930",7,3,914.817,82,2012,1,4
"931",5,3,912.725,81,2012,1,4
"932",1,3,911.909,79,2012,2,4
"933",5,2,911.853,78,2012,2,4
"934",1,3,909.657,77,2012,2,4
"935",1,2,909.432,77,2012,2,4
"936",6,2,904.984,76,2012,2,4
"937",1,2,904.332,75,2012,2,4
"938",5,3,902.066,74,2012,2,4
"939",1,3,901.538,73,2012,2,4
"940",5,2,900.622,72,2012,2,4
"941",1,2,900.573,71,2012,2,4
"942",1,2,900.514,71,2012,2,4
"943",5,3,897.661,70,2012,2,4
"944",1,2,884.425,68,2012,2,4
"945",5,3,882.039,67,2012,2,4
"946",5,3,881.214,66,2012,2,4
"947",1,3,879.228,65,2012,2,4
"948",5,2,876.925,65,2012,2,4
"949",5,2,876.149,64,2012,2,4
"950",1,2,875.817,63,2012,2,4
"951",5,2,875.817,62,2012,2,4
"952",1,2,875.419,61,2012,2,4
"953",5,3,872.247,60,2012,2,4
"954",5,2,870.119,60,2012,2,4
"955",5,2,869.814,59,2012,2,4
"956",5,2,869.749,57,2012,2,4
"957",5,2,868.985,56,2012,2,4
"958",5,2,868.917,55,2012,2,4
"959",5,3,867.726,54,2012,2,4
"960",5,2,866.818,54,2012,2,4
"961",5,2,866.677,53,2012,2,4
"962",5,2,866.677,52,2012,2,4
"963",5,3,864.046,51,2012,2,4
"964",1,2,862.436,50,2012,2,4
"965",5,3,860.489,49,2012,2,4
"966",1,3,859.936,49,2012,2,4
"967",5,3,858.293,48,2012,2,4
"968",5,3,853.863,46,2012,2,4
"969",5,2,853.535,45,2012,2,4
"970",1,2,852.826,44,2012,2,4
"971",9,3,851.994,43,2012,2,4
"972",1,3,849.05,42,2012,2,4
"973",5,2,848.935,42,2012,2,4
"974",1,3,847.252,41,2012,2,4
"975",5,3,845.75,40,2012,2,4
"976",5,2,839.836,39,2012,2,4
"977",5,3,837.657,38,2012,2,4
"978",1,2,837.63,37,2012,2,4
"979",5,2,837.551,37,2012,2,4
"980",1,3,831.803,35,2012,2,4
"981",5,2,831.746,34,2012,2,4
"982",7,3,830.362,33,2012,2,4
"983",5,3,829.456,32,2012,2,4
"984",1,2,828.393,31,2012,2,4
"985",5,2,828.037,31,2012,2,4
"986",9,3,827.978,30,2012,2,4
"987",5,2,827.741,29,2012,2,4
"988",5,2,827.504,28,2012,2,4
"989",5,2,827.445,27,2012,2,4
"990",5,2,827.314,26,2012,2,4
"991",5,3,826.794,26,2012,2,4
"992",1,2,826.617,24,2012,2,4
"993",6,3,824.641,23,2012,2,4
"994",1,2,819.757,22,2012,2,4
"995",5,3,818.435,21,2012,2,4
"996",5,2,817.097,20,2012,2,4
"997",5,3,816.639,19,2012,2,4
"998",1,2,816.578,19,2012,2,4
"999",5,2,815.582,18,2012,2,4
"1000",1,3,814.901,17,2012,2,4
"1001",5,2,814.858,16,2012,2,4
"1002",5,3,814.795,15,2012,2,4
"1003",5,2,814.731,13,2012,2,4
"1004",5,3,814.668,13,2012,2,4
"1005",5,3,814.219,12,2012,2,4
"1006",5,2,810.002,11,2012,2,4
"1007",9,3,809.881,10,2012,2,4
"1008",11,2,806.711,9,2012,2,4
"1009",5,2,803.776,8,2012,2,4
"1010",5,3,803.405,8,2012,2,4
"1011",5,2,802.721,7,2012,2,4
"1012",5,2,800.472,6,2012,2,4
"1013",5,2,799.942,5,2012,2,4
"1014",6,2,798.125,4,2012,2,4
"1015",5,3,797.025,91,2012,1,4
"1016",5,2,795.834,91,2012,1,4
"1017",6,3,793.013,80,2012,1,4
"1018",1,2,790.574,69,2012,2,4
"1019",7,3,790.368,58,2012,2,4
"1020",5,2,790.307,47,2012,2,4
"1021",5,2,789.901,36,2012,2,4
"1022",5,2,787.671,36,2012,2,4
"1023",1,2,785.627,25,2012,2,4
"1024",5,2,782.215,14,2012,2,4
"1025",1,2,776.047,3,2012,2,4
"1026",1,3,768.191,1,2012,2,4
"1027",5,3,766.951,1,2012,2,4
"1028",10,2,756.742,1,2012,2,4
"1029",1,3,727.03,1,2012,2,4
"1030",1,3,725.645,1,2012,2,4
"1031",1,2,714.309,1,2012,2,4
"1032",5,3,713.975,1,2012,2,4
"1033",5,2,699.779,1,2012,2,4
"1034",1,2,654.137,1,2012,2,4
"1035",5,3,574.296,1,2012,2,4
"1036",6,2,490.48,1,2012,2,4
"1037",5,2,1369.255,101,2011,1,4
"1038",1,3,1366.689,100,2011,1,4
"1039",6,2,1364.294,99,2011,1,4
"1040",7,2,1364.107,98,2011,1,4
"1041",6,2,1363.921,96,2011,1,4
"1042",1,3,1354.58,95,2011,1,4
"1043",6,3,1343.926,94,2011,1,4
"1044",9,2,1343.64,93,2011,1,4
"1045",1,2,1343.406,92,2011,1,4
"1046",5,2,1343.153,90,2011,1,4
"1047",1,2,1342.991,89,2011,1,4
"1048",5,2,1339.185,88,2011,1,4
"1049",6,2,1333.214,87,2011,1,4
"1050",1,3,1332.701,86,2011,1,4
"1051",6,2,1332.189,84,2011,1,4
"1052",6,3,1324.889,83,2011,1,4
"1053",1,3,1324.551,82,2011,1,4
"1054",6,2,1324.382,81,2011,1,4
"1055",1,3,1319.168,79,2011,2,4
"1056",6,3,1318.504,78,2011,2,4
"1057",1,2,1318.493,77,2011,2,4
"1058",1,2,1318.337,76,2011,2,4
"1059",1,3,1318.002,75,2011,2,4
"1060",6,3,1318.002,74,2011,2,4
"1061",1,3,1317.835,72,2011,2,4
"1062",1,3,1317.668,71,2011,2,4
"1063",1,2,1316.405,70,2011,2,4
"1064",5,2,1314.731,68,2011,2,4
"1065",5,2,1314.575,67,2011,2,4
"1066",5,2,1314.278,66,2011,2,4
"1067",6,3,1310.615,65,2011,2,4
"1068",1,2,1310.061,64,2011,2,4
"1069",1,2,1307.29,63,2011,2,4
"1070",3,2,1304.399,61,2011,2,4
"1071",1,2,1304.07,60,2011,2,4
"1072",5,2,1304.012,59,2011,2,4
"1073",6,3,1302.481,57,2011,2,4
"1074",1,3,1302.318,56,2011,2,4
"1075",1,3,1300.654,55,2011,2,4
"1076",5,2,1299.768,54,2011,2,4
"1077",6,2,1297.738,53,2011,2,4
"1078",5,3,1296.051,52,2011,2,4
"1079",1,2,1295.548,51,2011,2,4
"1080",6,2,1295.211,49,2011,2,4
"1081",6,2,1295.179,48,2011,2,4
"1082",7,3,1293.79,46,2011,2,4
"1083",6,3,1287.728,45,2011,2,4
"1084",5,2,1286.817,44,2011,2,4
"1085",6,3,1286.683,43,2011,2,4
"1086",5,3,1286.511,42,2011,2,4
"1087",5,2,1286.511,41,2011,2,4
"1088",5,2,1285.748,40,2011,2,4
"1089",5,2,1285.596,39,2011,2,4
"1090",1,2,1279.387,37,2011,2,4
"1091",5,3,1276.038,35,2011,2,4
"1092",1,2,1274.867,34,2011,2,4
"1093",1,3,1273.89,33,2011,2,4
"1094",5,3,1273.575,32,2011,2,4
"1095",1,3,1273.565,31,2011,2,4
"1096",1,3,1273.239,30,2011,2,4
"1097",1,2,1273.077,29,2011,2,4
"1098",7,3,1272.964,28,2011,2,4
"1099",5,3,1272.163,26,2011,2,4
"1100",5,2,1271.733,24,2011,2,4
"1101",1,2,1270.482,23,2011,2,4
"1102",5,2,1270.426,22,2011,2,4
"1103",6,2,1270.029,21,2011,2,4
"1104",1,2,1268.535,20,2011,2,4
"1105",1,2,1263.641,19,2011,2,4
"1106",6,2,1261.969,18,2011,2,4
"1107",1,3,1261.855,17,2011,2,4
"1108",1,3,1261.855,16,2011,2,4
"1109",5,3,1260.453,13,2011,2,4
"1110",5,2,1259.768,12,2011,2,4
"1111",6,3,1256.091,11,2011,2,4
"1112",1,2,1255.131,10,2011,2,4
"1113",9,2,1253.706,9,2011,2,4
"1114",1,3,1253.063,8,2011,2,4
"1115",5,2,1249.929,7,2011,2,4
"1116",7,2,1249.281,6,2011,2,4
"1117",1,2,1247.809,5,2011,2,4
"1118",5,2,1246.862,91,2011,1,4
"1119",1,2,1246.417,80,2011,1,4
"1120",5,2,1246.324,69,2011,2,4
"1121",5,2,1245.989,58,2011,2,4
"1122",11,3,1245.836,47,2011,2,4
"1123",5,3,1242.458,36,2011,2,4
"1124",7,2,1240.414,25,2011,2,4
"1125",7,3,1240.292,14,2011,2,4
"1126",6,2,1238.212,3,2011,2,4
"1127",5,3,1236.09,1,2011,2,4
"1128",1,2,1235.772,1,2011,2,4
"1129",6,2,1232.074,1,2011,2,4
"1130",1,3,1228.254,1,2011,2,4
"1131",1,2,1219.232,1,2011,2,4
"1132",1,3,1216.361,1,2011,2,4
"1133",7,2,1204.097,1,2011,2,4
"1134",5,2,1201.175,1,2011,2,4
"1135",1,2,1198.571,1,2011,2,4
"1136",5,2,1132.877,1,2011,2,4
"1137",9,3,1129.487,1,2011,2,4
"1138",5,2,1093.26,1,2011,2,4
"1139",1,2,1070.804,1,2011,2,4
"1140",1,3,990.137,1,2011,2,4
"1141",1,2,894.226,1,2011,2,4
"1142",9,3,827.757,1,2011,2,4
"1143",1,2,653.304,1,2011,2,4
"1144",6,3,1417.519,92,2015,1,5
"1145",9,2,1417.339,81,2015,1,5
"1146",5,2,1417.339,71,2015,2,5
"1147",1,2,1417.159,60,2015,2,5
"1148",1,2,1416.978,49,2015,2,5
"1149",9,3,1416.978,38,2015,2,5
"1150",1,2,1416.798,27,2015,2,5
"1151",1,2,1416.745,17,2015,2,5
"1152",7,2,1416.618,6,2015,2,5
"1153",7,2,1416.618,14,2015,2,5
"1154",5,3,1416.438,1,2015,2,5
"1155",7,2,1407.674,1,2015,2,5
"1156",5,2,1126.848,1,2015,2,5
"1157",1,2,960.374,1,2015,2,5
"1158",6,2,1008.097,93,2014,1,5
"1159",7,2,1007.996,83,2014,1,5
"1160",7,2,990.708,73,2014,2,5
"1161",7,3,986.476,63,2014,2,5
"1162",6,2,985.953,53,2014,2,5
"1163",1,3,970.506,42,2014,2,5
"1164",6,2,964.629,32,2014,2,5
"1165",10,2,956.897,22,2014,2,5
"1166",7,2,952.292,12,2014,2,5
"1167",1,2,940.962,91,2014,1,5
"1168",6,2,940.242,1,2014,2,5
"1169",6,2,661.643,1,2014,2,5
"1170",7,2,639.59,1,2014,2,5
"1171",6,2,508.971,1,2014,2,5
"1172",5,2,1201.42,96,2013,1,5
"1173",6,2,1201.291,88,2013,1,5
"1174",6,3,1200.773,82,2013,1,5
"1175",9,3,1200.644,74,2013,2,5
"1176",9,2,1196.974,67,2013,2,5
"1177",1,2,1192.006,60,2013,2,5
"1178",1,2,1190.304,53,2013,2,5
"1179",5,2,1188.24,45,2013,2,5
"1180",6,2,1187.946,39,2013,2,5
"1181",6,2,1187.211,31,2013,2,5
"1182",5,2,1186.917,24,2013,2,5
"1183",6,2,1185.777,17,2013,2,5
"1184",1,2,1185.22,10,2013,2,5
"1185",5,2,1183.842,91,2013,1,5
"1186",1,2,1161.202,25,2013,2,5
"1187",6,3,1150.71,1,2013,2,5
"1188",9,2,1130.535,1,2013,2,5
"1189",3,3,1116.647,1,2013,2,5
"1190",9,3,1116.531,1,2013,2,5
"1191",6,3,1071.381,1,2013,2,5
"1192",1,2,940.025,1,2013,2,5
"1193",1,3,862.635,1,2013,2,5
"1194",6,2,653.657,1,2013,2,5
"1195",1,2,1075.98,92,2012,1,5
"1196",5,3,1075.772,82,2012,1,5
"1197",6,3,1075.669,71,2012,2,5
"1198",1,2,1075.565,61,2012,2,5
"1199",6,2,1075.357,50,2012,2,5
"1200",1,2,1075.254,39,2012,2,5
"1201",5,2,1075.046,29,2012,2,5
"1202",1,2,1074.839,18,2012,2,5
"1203",1,2,1067.765,7,2012,2,5
"1204",5,2,1050.705,36,2012,2,5
"1205",1,2,1047.837,1,2012,2,5
"1206",1,2,1011.031,1,2012,2,5
"1207",1,2,987.723,1,2012,2,5
"1208",6,3,972.1,1,2012,2,5
"1209",5,2,971.022,1,2012,2,5
"1210",1,3,785.898,1,2012,2,5
"1211",5,2,338.872,1,2012,2,5
"1212",5,3,336.175,1,2012,2,5
"1213",6,2,1176.857,95,2011,1,5
"1214",5,3,1116.911,86,2011,1,5
"1215",5,3,1116.911,78,2011,2,5
"1216",6,2,1033.487,70,2011,2,5
"1217",5,2,1033.145,62,2011,2,5
"1218",7,2,1025.833,53,2011,2,5
"1219",1,2,1025.358,45,2011,2,5
"1220",6,2,1022.418,37,2011,2,5
"1221",1,2,1017.432,29,2011,2,5
"1222",5,2,1004.03,20,2011,2,5
"1223",6,2,1002.949,12,2011,2,5
"1224",1,2,995.003,4,2011,2,5
"1225",1,2,994.362,25,2011,2,5
"1226",1,2,931.763,1,2011,2,5
"1227",12,2,928.369,1,2011,2,5
"1228",9,2,841.15,1,2011,2,5
"1229",6,2,812.903,1,2011,2,5
