"","NAME","COLOR","SEX","DISTANCE_MILES","SPEED_YPM","TYPE"
"1250","TNT LOFT   /4","blue check","cock","176.514",2025,"OLD BIRD"
"1251","Steve Reyno/6","blue check","cock","87.37",2000.1,"OLD BIRD"
"1252","Bob Lephew","complex","unknown","5-Mar",1997.4,"OLD BIRD"
"1253","Steve Reynold","complex","hen","6-Feb",1997,"OLD BIRD"
"1254","TNT LOFT","blue bar","hen","4-Feb",1993.1,"OLD BIRD"
"1255","Manuel Hern/5","complex","cock","169.247",1989.8,"OLD BIRD"
"1256","Manuel Hernan","complex","hen","5-Feb",1989.4,"OLD BIRD"
"1257","BILL HILL  /5","complex","cock","155.584",1980.8,"OLD BIRD"
"1258","KEN ROBINSO/5","complex","cock","154.967",1980.5,"OLD BIRD"
"1259","L & C DOBEL/5","blue bar","cock","155.64",1979.9,"OLD BIRD"
"1260","Miller,Vern/3","complex","cock","78.004",1978.7,"OLD BIRD"
"1261","Orval Riggi/6","blue bar","cock","97.449",1973.7,"OLD BIRD"
"1262","Orval Riggins","dark check","hen","6-Feb",1973.3,"OLD BIRD"
"1263","Orval Riggins","complex","cock","6-Mar",1972.9,"OLD BIRD"
"1264","Orval Riggins","complex","cock","6-Apr",1971.8,"OLD BIRD"
"1265","Orval Riggins","complex","cock","6-May",1971.4,"OLD BIRD"
"1266","Wegge Wings/5","complex","cock","168.51",1970,"OLD BIRD"
"1267","Rick Weig  /5","blue bar","hen","182.088",1956.1,"OLD BIRD"
"1268","Tim Blakely","blue bar","cock","6-Feb",1948.8,"OLD BIRD"
"1269","Howard,Roa/10","blue bar","hen","122.86",1942.5,"OLD BIRD"
"1270","Creekmore,D/9","blue check","hen","125.888",1941,"OLD BIRD"
"1271","Creekmore,Dal","complex","hen","9-Feb",1938.4,"OLD BIRD"
"1272","Howard,Roads","complex","cock","10-Feb",1937.3,"OLD BIRD"
"1273","Reed Family/5","blue bar","cock","183.091",1929.6,"OLD BIRD"
"1274","Howard,Roads","blue bar","hen","10-Mar",1923.2,"OLD BIRD"
"1275","MANSOOR MOH/5","complex","cock","161.401",1923.2,"OLD BIRD"
"1276","Creekmore,Dal","blue bar","hen","9-Mar",1913,"OLD BIRD"
"1277","Creekmore,Dal","blue bar","hen","9-Apr",1913,"OLD BIRD"
"1278","R & M LOFT /5","complex","cock","151.826",1911.1,"OLD BIRD"
"1279","JIM ROBINSO/5","blue check","cock","143.977",1911,"OLD BIRD"
"1280","Howard,Roads","red","cock","10-Apr",1885.5,"OLD BIRD"
"1281","Howard,Roads","blue bar","cock","10-May",1884.4,"OLD BIRD"
"1282","Howard,Roads","blue bar","cock","10-Jun",1880.3,"OLD BIRD"
"1283","Blakely, Ti/2","blue check","cock","130.791",1878.1,"OLD BIRD"
"1284","Terry Dry  /8","blue bar","cock","162.426",1865.8,"OLD BIRD"
"1285","KEN FRALEY/10","yellow var","cock","116.228",1860.3,"OLD BIRD"
"1286","Two Feather/5","complex","hen","161.989",1855.3,"OLD BIRD"
"1287","Jesse Dobel/5","red check","cock","155.64",1853.5,"OLD BIRD"
"1288","TRIPLE G LO/5","blue bar","hen","161.926",1845,"OLD BIRD"
"1289","BRUCE GORD/15","complex","cock","109.667",1843.2,"OLD BIRD"
"1290","NATHAN     /5","blue bar","cock","151.826",1837.6,"OLD BIRD"
"1291","Mike Strev/15","complex","hen","154.853",1834.9,"OLD BIRD"
"1292","Mike Strevel","blue bar","cock","15-Feb",1834.5,"OLD BIRD"
"1293","Mike Strevel","blue bar","cock","15-Mar",1833.8,"OLD BIRD"
"1294","VAN SHERID/20","blue bar","hen","134.77",1813.4,"OLD BIRD"
"1295","Miller,Vern/9","complex","hen","113.734",1804.1,"OLD BIRD"
"1296","Creekmore,D/5","blue check","hen","90.326",1802.1,"OLD BIRD"
"1297","CCC & Son L/9","splash","cock","128.974",1799.9,"OLD BIRD"
"1298","CCC & Son Lof","blue bar","cock","9-Feb",1798.7,"OLD BIRD"
"1299","BRUCE GORDON","complex","cock","15-Feb",1778.1,"OLD BIRD"
"1300","GENAS GARDE/6","complex","hen","118.815",1773.1,"OLD BIRD"
"1301","Terry Dry","dark check","cock","8-Feb",1770.5,"OLD BIRD"
"1302","CCC & Son Lof","complex","cock","9-Mar",1759.2,"OLD BIRD"
"1303","CCC 2      /2","blue bar","cock","128.974",1759,"OLD BIRD"
"1304","CCC & Son Lof","blue check","cock","9-Apr",1757.4,"OLD BIRD"
"1305","Matt Hazen /6","blue check","hen","170.355",1751.1,"OLD BIRD"
"1306","Chuck Mille/3","splash","cock","78.004",1747,"OLD BIRD"
"1307","ZD CHALA   /9","blue bar","cock","208.659",1746.7,"OLD BIRD"
"1308","Matt Hazen","dark check","hen","6-Feb",1727.1,"OLD BIRD"
"1309","Mike Strev/15","blue bar","hen","160.682",1725.6,"OLD BIRD"
"1310","ZD CHALA","blue bar","cock","9-Feb",1723.9,"OLD BIRD"
"1311","Matt Hazen","red check","hen","6-Mar",1723.5,"OLD BIRD"
"1312","DOUG WHITE/10","complex","hen","128.525",1722.3,"OLD BIRD"
"1313","Ted Amsler/11","blue bar","hen","214.248",1721.7,"OLD BIRD"
"1314","Mike Strevel","blue bar","hen","15-Feb",1708.4,"OLD BIRD"
"1315","Mike Strevel","blue check","hen","15-Apr",1700,"OLD BIRD"
"1316","COLUMBA LIV/7","blue bar","hen","142.584",1698.7,"OLD BIRD"
"1317","Lews Loft  /7","blue check","hen","160.38",1697.4,"OLD BIRD"
"1318","Potts & So/16","red check","cock","118.42",1691.3,"OLD BIRD"
"1319","Harrison, J/6","dark check","hen","122.742",1678.5,"OLD BIRD"
"1320","DRAGONHEART/2","blue check","cock","215.16",1655.1,"OLD BIRD"
"1321","Mike Strevel","blue bar","hen","15-May",1653.9,"OLD BIRD"
"1322","Mike Strevel","blue check","hen","15-Jun",1653.8,"OLD BIRD"
"1323","Mike Strevel","blue check","hen","15-Jul",1653.6,"OLD BIRD"
"1324","Mike Strevel","blue check","hen","15-Aug",1653.1,"OLD BIRD"
"1325","Mike Strevel","blue bar","hen","15-Sep",1650.6,"OLD BIRD"
"1326","DOUG WHITE","blue bar","cock","10-Feb",1649.3,"OLD BIRD"
"1327","DOUG WHITE","complex","hen","10-Mar",1647.9,"OLD BIRD"
"1328","Terry Dry  /4","blue bar","cock","167.972",1643.8,"OLD BIRD"
"1329","Terry Dry","complex","cock","4-Feb",1637.4,"OLD BIRD"
"1330","BLUE DANUB/16","complex","hen","113.883",1635.4,"OLD BIRD"
"1331","BLUE DANUBE L","complex","hen","16-Feb",1634.3,"OLD BIRD"
"1332","Dr Lee Nels/9","blue check","hen","157.891",1630.3,"OLD BIRD"
"1333","DAVE SKURS/14","complex","hen","115.036",1628.4,"OLD BIRD"
"1334","Dr Lee Nelson","blue bar","hen","9-Feb",1628.4,"OLD BIRD"
"1335","STEVE LESL/17","complex","hen","105.843",1626,"OLD BIRD"
"1336","STEVE LESLEY","complex","cock","17-Feb",1625.7,"OLD BIRD"
"1337","Mike Strevel","blue bar","cock","15-Mar",1621.2,"OLD BIRD"
"1338","KEN FRALEY","blue bar","cock","10-Feb",1617.4,"OLD BIRD"
"1339","KEN FRALEY","complex","cock","10-Mar",1616.9,"OLD BIRD"
"1340","DAVE SKURSKI","complex","hen","14-Feb",1614.6,"OLD BIRD"
"1341","Guerrero Lo/6","complex","hen","155.917",1614.4,"OLD BIRD"
"1342","Dr Lee Nelson","dark check","hen","9-Mar",1612.5,"OLD BIRD"
"1343","Terry Dry","complex","hen","8-Mar",1612.2,"OLD BIRD"
"1344","Mike Strevel","blue bar","cock","15-Oct",1611.7,"OLD BIRD"
"1345","Miller, Ch/19","complex","hen","113.734",1611.4,"OLD BIRD"
"1346","IBUKI BROS /6","complex","cock","126.317",1611,"OLD BIRD"
"1347","Mike Strevel","blue bar","hen","15-Nov",1610.4,"OLD BIRD"
"1348","BRUCE GORDON","complex","cock","15-Mar",1608,"OLD BIRD"
"1349","IBUKI BROS","complex","hen","6-Feb",1607.8,"OLD BIRD"
"1350","BRUCE GORDON","complex","cock","15-Apr",1607.1,"OLD BIRD"
"1351","Terry Dry","blue check","cock","8-Apr",1606.9,"OLD BIRD"
"1352","BRUCE GORDON","complex","cock","15-May",1606.9,"OLD BIRD"
"1353","Tipp Chaff/30","blue check","hen","98.217",1605.5,"OLD BIRD"
"1354","Mike Strevel","blue bar","hen","15-Dec",1604.3,"OLD BIRD"
"1355","BRUCE GORDON","complex","cock","15-Jun",1603.3,"OLD BIRD"
"1356","B Crossen /66","blue bar","cock","102.04",1603.2,"OLD BIRD"
"1357","Leonard Le/88","blue bar","hen","101.491",1602.5,"OLD BIRD"
"1358","ZD CHALA","blue check","cock","9-Mar",1600.4,"OLD BIRD"
"1359","Leonard Lee","blue bar","hen","Feb-88",1597.5,"OLD BIRD"
"1360","Tipp Chaffin","blue bar","cock","Feb-30",1594.4,"OLD BIRD"
"1361","BRUCE GORDON","complex","cock","15-Jul",1594.1,"OLD BIRD"
"1362","BRUCE GORDON","complex","cock","15-Aug",1593.8,"OLD BIRD"
"1363","BRUCE GORDON","complex","cock","15-Sep",1593.2,"OLD BIRD"
"1364","Leonard Lee","blue bar","cock","Mar-88",1591.2,"OLD BIRD"
"1365","Leonard Lee","blue bar","hen","Apr-88",1588.9,"OLD BIRD"
"1366","Mike Strevel","complex","hen","15-Apr",1588.8,"OLD BIRD"
"1367","DAVE SKURSKI","complex","hen","14-Mar",1588.4,"OLD BIRD"
"1368","Antonio Ma/36","blue check","hen","96.145",1587.8,"OLD BIRD"
"1369","B Crossen","dark check","cock","Feb-66",1584.7,"OLD BIRD"
"1370","Leonard Lee","blue bar","hen","May-88",1584,"OLD BIRD"
"1371","Leonard Lee","blue bar","hen","Jun-88",1583.4,"OLD BIRD"
"1372","Matt Hazen","blue check","hen","6-Apr",1583.3,"OLD BIRD"
"1373","Mike Strevel","blue bar","cock","15-May",1581.9,"OLD BIRD"
"1374","E&S GRABAN/17","complex","hen","120.194",1581.9,"OLD BIRD"
"1375","E&S GRABANSKI","yellow var","hen","17-Feb",1581.7,"OLD BIRD"
"1376","Mike Strevel","blue bar","hen","15-Jun",1581.5,"OLD BIRD"
"1377","Sundown Lof/3","blue bar","cock","156.392",1581.3,"OLD BIRD"
"1378","E&S GRABANSKI","blue bar","hen","17-Mar",1580.7,"OLD BIRD"
"1379","Leonard Lee","blue bar","hen","Jul-88",1580.6,"OLD BIRD"
"1380","E&S GRABANSKI","complex","hen","17-May",1580.5,"OLD BIRD"
"1381","E&S GRABANSKI","blue bar","hen","17-Apr",1580.5,"OLD BIRD"
"1382","Mike Strevel","blue check","hen","15-Jul",1580.5,"OLD BIRD"
"1383","Leonard Lee","blue check","hen","Aug-88",1580.4,"OLD BIRD"
"1384","Leonard Lee","blue check","hen","Sep-88",1580.1,"OLD BIRD"
"1385","E&S GRABANSKI","complex","hen","17-Jun",1580.1,"OLD BIRD"
"1386","E&S GRABANSKI","complex","hen","17-Jul",1579.9,"OLD BIRD"
"1387","Leonard Lee","blue check","cock","Oct-88",1578.3,"OLD BIRD"
"1388","B Crossen","blue check","hen","Mar-66",1576.6,"OLD BIRD"
"1389","B Crossen","blue bar","hen","Apr-66",1576.3,"OLD BIRD"
"1390","B Crossen","blue bar","cock","May-66",1575.7,"OLD BIRD"
"1391","Lees W C  /13","blue check","cock","101.491",1575.6,"OLD BIRD"
"1392","Steve Putma/4","complex","cock","96.793",1575.2,"OLD BIRD"
"1393","Jack Chavi/10","complex","cock","109.722",1574.7,"OLD BIRD"
"1394","Bill Harve/15","blue bar","cock","104.86",1573.7,"OLD BIRD"
"1395","Mike Strev/15","blue bar","hen","162.859",1572.3,"OLD BIRD"
"1396","B Crossen","blue bar","hen","Jun-66",1568.9,"OLD BIRD"
"1397","B Crossen","blue bar","hen","Jul-66",1568.5,"OLD BIRD"
"1398","Leonard Lee","blue check","hen","Nov-88",1568,"OLD BIRD"
"1399","B Crossen","blue bar","hen","Aug-66",1567.5,"OLD BIRD"
"1400","B Crossen","blue bar","cock","Sep-66",1567.4,"OLD BIRD"
"1401","Leonard Lee","blue check","hen","Dec-88",1567.3,"OLD BIRD"
"1402","B Crossen","blue bar","cock","Oct-66",1567.3,"OLD BIRD"
"1403","E&S GRABANS/9","yellow var","cock","125.535",1567.1,"OLD BIRD"
"1404","Matt Hazen","blue check","hen","6-May",1567,"OLD BIRD"
"1405","B Crossen","blue check","cock","Nov-66",1567,"OLD BIRD"
"1406","KEN FRALEY /8","dark check","cock","122.377",1567,"OLD BIRD"
"1407","Leonard Lee","blue check","hen","13/88",1566.7,"OLD BIRD"
"1408","Tipp Chaffin","blue check","hen","30-Mar",1566.4,"OLD BIRD"
"1409","E&S GRABANSKI","blue bar","hen","9-Feb",1565.7,"OLD BIRD"
"1410","Mike Strevel","blue bar","hen","15-Feb",1565.6,"OLD BIRD"
"1411","Tipp Chaffin","complex","cock","30-Apr",1565.4,"OLD BIRD"
"1412","BRUCE GORDON","complex","cock","15-Oct",1564.8,"OLD BIRD"
"1413","E&S GRABANSKI","complex","cock","9-Mar",1564.7,"OLD BIRD"
"1414","Lees W C","blue check","cock","13-Feb",1564.7,"OLD BIRD"
"1415","Leonard Lee","blue check","cock","14/88",1564.5,"OLD BIRD"
"1416","Mike Strevel","blue check","hen","15-Mar",1562.9,"OLD BIRD"
"1417","Mike Strevel","blue bar","cock","15-Apr",1562.7,"OLD BIRD"
"1418","Mike Strevel","blue check","cock","15-May",1562.6,"OLD BIRD"
"1419","Lees W C","blue check","cock","13-Mar",1561.4,"OLD BIRD"
"1420","Leonard Lee","blue bar","cock","15/88",1561.3,"OLD BIRD"
"1421","VAN SHERIDAN","blue bar","hen","20-Feb",1560.5,"OLD BIRD"
"1422","Leonard Lee","blue check","cock","16/88",1560.5,"OLD BIRD"
"1423","Leonard Lee","blue check","cock","17/88",1560.4,"OLD BIRD"
"1424","ZDZ CHALA  /4","blue bar","cock","214.649",1560,"OLD BIRD"
"1425","Leonard Lee","blue bar","cock","18/88",1559.7,"OLD BIRD"
"1426","Ted Amsler","red check","hen","11-Feb",1559,"OLD BIRD"
"1427","Leonard Lee","blue bar","cock","19/88",1558.8,"OLD BIRD"
"1428","FLORIN POT/17","complex","hen","121.796",1558,"OLD BIRD"
"1429","BLUE DANUBE L","blue bar","hen","16-Mar",1557.9,"OLD BIRD"
"1430","BLUE DANUBE L","complex","hen","16-Apr",1557.1,"OLD BIRD"
"1431","Leonard Lee","complex","cock","20/88",1555.9,"OLD BIRD"
"1432","White Hope/49","complex","hen","97.818",1555.8,"OLD BIRD"
"1433","Leonard Lee","blue bar","cock","21/88",1555.7,"OLD BIRD"
"1434","B Crossen","blue bar","hen","Dec-66",1554.3,"OLD BIRD"
"1435","Jones Bros/30","blue bar","cock","96.441",1553.6,"OLD BIRD"
"1436","Jones Bros Lo","blue bar","cock","Feb-30",1553.5,"OLD BIRD"
"1437","B Crossen","blue check","hen","13/66",1553.2,"OLD BIRD"
"1438","B Crossen","blue bar","hen","14/66",1553.1,"OLD BIRD"
"1439","Jones Bros Lo","blue check","hen","30-Mar",1553.1,"OLD BIRD"
"1440","B Crossen","blue check","cock","15/66",1552.5,"OLD BIRD"
"1441","Terry Dry","blue bar","hen","8-Jun",1552.4,"OLD BIRD"
"1442","B Crossen","blue bar","cock","16/66",1551.8,"OLD BIRD"
"1443","B Crossen","blue check","cock","17/66",1551.8,"OLD BIRD"
"1444","STEVE LESL/14","complex","hen","111.421",1551.6,"OLD BIRD"
"1445","STEVE LESLEY","complex","hen","14-Feb",1551.2,"OLD BIRD"
"1446","HINES      /3","blue bar","cock","100.711",1550.8,"OLD BIRD"
"1447","B Crossen","blue bar","hen","18/66",1550.5,"OLD BIRD"
"1448","KARL WOHLM/10","complex","cock","105.627",1548.6,"OLD BIRD"
"1449","B Crossen","blue bar","cock","19/66",1548,"OLD BIRD"
"1450","ZUEHLKE   /16","complex","hen","96.444",1547.6,"OLD BIRD"
"1451","Lews Loft","blue check","hen","7-Feb",1547.1,"OLD BIRD"
"1452","ZUEHLKE","complex","cock","16-Feb",1547.1,"OLD BIRD"
"1453","STEVE LESLEY","complex","hen","14-Mar",1546.7,"OLD BIRD"
"1454","WADE FARLE/19","complex","hen","120.191",1546.5,"OLD BIRD"
"1455","Steve Putman","blue bar","hen","4-Feb",1546.1,"OLD BIRD"
"1456","B Crossen","blue bar","hen","20/66",1546,"OLD BIRD"
"1457","BRUCE GORDO/5","complex","cock","115.099",1546,"OLD BIRD"
"1458","B Crossen","red check","hen","21/66",1545.5,"OLD BIRD"
"1459","KARL WOHLM/10","complex","cock","111.03",1545.4,"OLD BIRD"
"1460","Leonard Lee","blue bar","cock","22/88",1545.3,"OLD BIRD"
"1461","B Crossen","blue check","cock","22/66",1545.3,"OLD BIRD"
"1462","KARL WOHLMACH","dark check","cock","10-Feb",1545.2,"OLD BIRD"
"1463","KARL WOHLMACH","complex","cock","10-Mar",1544.8,"OLD BIRD"
"1464","Logan Baker/3","red check","cock","168.778",1544.6,"OLD BIRD"
"1465","Joe Cavish/43","red check","cock","96.407",1543.8,"OLD BIRD"
"1466","KARL WOHLMACH","complex","cock","10-Apr",1543.8,"OLD BIRD"
"1467","Lees W C","blue check","cock","13-Apr",1543.6,"OLD BIRD"
"1468","Joe Cavish","blue bar","hen","Feb-43",1542.6,"OLD BIRD"
"1469","KARL WOHLMACH","complex","cock","10-May",1542.1,"OLD BIRD"
"1470","E&S GRABANSKI","blue bar","cock","9-Apr",1539.8,"OLD BIRD"
"1471","Joe Cavish","blue bar","cock","Mar-43",1539.5,"OLD BIRD"
"1472","Smith Loft/16","complex","cock","109.272",1539,"OLD BIRD"
"1473","Smith Loft","complex","cock","16-Feb",1538.3,"OLD BIRD"
"1474","Steve Putman","blue bar","hen","4-Mar",1536,"OLD BIRD"
"1475","Smith Loft/23","complex","cock","103.847",1535.9,"OLD BIRD"
"1476","Mike Strevel","blue check","cock","15-Jun",1535.1,"OLD BIRD"
"1477","FLORIN POT/21","complex","hen","116.442",1535,"OLD BIRD"
"1478","Leonard Lee","blue bar","hen","23/88",1534.9,"OLD BIRD"
"1479","White Hope Lo","complex","cock","Feb-49",1534.8,"OLD BIRD"
"1480","Jack Chavi/14","complex","hen","115.058",1534.5,"OLD BIRD"
"1481","Joe Cavish","blue bar","hen","Apr-43",1533.7,"OLD BIRD"
"1482","White Hope Lo","complex","hen","Mar-49",1533.4,"OLD BIRD"
"1483","Mike Strevel","blue check","hen","15-Aug",1533.2,"OLD BIRD"
"1484","Mike Strevel","blue bar","hen","15-Sep",1533.1,"OLD BIRD"
"1485","Mike Strevel","blue bar","hen","15-Oct",1532.8,"OLD BIRD"
"1486","Mike Strevel","blue check","hen","15-Nov",1532.8,"OLD BIRD"
"1487","Mike Strevel","blue bar","hen","15-Dec",1532.5,"OLD BIRD"
"1488","Mike Strevel","complex","hen","13/15",1531.8,"OLD BIRD"
"1489","White Hope Lo","complex","hen","Apr-49",1531.8,"OLD BIRD"
"1490","IBUKI BROS /9","dark check","hen","131.778",1530.7,"OLD BIRD"
"1491","Jones Bros Lo","blue bar","hen","30-Apr",1530.4,"OLD BIRD"
"1492","Jones Bros Lo","blue check","hen","30-May",1530.3,"OLD BIRD"
"1493","Leonard Lee","blue check","cock","24/88",1530.3,"OLD BIRD"
"1494","Jones Bros Lo","complex","cock","30-Jun",1530.2,"OLD BIRD"
"1495","Jones Bros Lo","blue bar","hen","30-Jul",1530.2,"OLD BIRD"
"1496","B Crossen","blue bar","cock","23/66",1529.6,"OLD BIRD"
"1497","B Crossen","blue bar","cock","24/66",1529.2,"OLD BIRD"
"1498","White Hope Lo","complex","hen","May-49",1527.4,"OLD BIRD"
"1499","EARLY DAWN /6","dark check","hen","142.584",1527.2,"OLD BIRD"
"1500","Leonard Lee","blue check","cock","25/88",1525.7,"OLD BIRD"
"1501","Leonard Le/80","blue bar","hen","101.478",1525.3,"OLD BIRD"
"1502","White Hope Lo","complex","hen","Jun-49",1523.8,"OLD BIRD"
"1503","Riggins,Or/17","blue bar","cock","133.14",1523.2,"OLD BIRD"
"1504","Riggins,Orval","blue check","hen","17-Feb",1523.2,"OLD BIRD"
"1505","Leonard Lee","blue bar","hen","26/88",1522.1,"OLD BIRD"
"1506","Leonard Lee","complex","cock","27/88",1521.8,"OLD BIRD"
"1507","Riggins,Orval","blue check","hen","17-Mar",1521.4,"OLD BIRD"
"1508","Leonard Lee","blue check","hen","28/88",1521.3,"OLD BIRD"
"1509","White Hope Lo","complex","cock","Jul-49",1520.8,"OLD BIRD"
"1510","ZUEHLKE","blue bar","cock","16-Mar",1520.8,"OLD BIRD"
"1511","White Hope Lo","blue bar","cock","Aug-49",1520.3,"OLD BIRD"
"1512","Leonard Lee","dark check","cock","29/88",1519.7,"OLD BIRD"
"1513","Lees W C","blue check","cock","13-May",1519.4,"OLD BIRD"
"1514","Leonard Lee","blue check","cock","30/88",1519.3,"OLD BIRD"
"1515","Leonard Lee","blue bar","cock","31/88",1518.8,"OLD BIRD"
"1516","Jones Bros Lo","blue bar","hen","30-Aug",1518.1,"OLD BIRD"
"1517","Leonard Lee","blue bar","hen","32/88",1518,"OLD BIRD"
"1518","Hap Hilton/55","blue bar","cock","102.067",1516,"OLD BIRD"
"1519","FRALEY/SKUR/8","complex","cock","124.287",1511.5,"OLD BIRD"
"1520","FRALEY/SKURSK","complex","cock","8-Feb",1511.5,"OLD BIRD"
"1521","FRALEY/SKURSK","blue bar","cock","8-Mar",1511.4,"OLD BIRD"
"1522","Malone Loft/4","complex","hen","177.682",1510.5,"OLD BIRD"
"1523","B Crossen /53","blue check","hen","101.597",1506,"OLD BIRD"
"1524","B Crossen /72","blue check","cock","102.025",1504,"OLD BIRD"
"1525","Lowells Gun/9","dark check","cock","98.794",1504,"OLD BIRD"
"1526","B Crossen","blue bar","hen","Feb-72",1503.7,"OLD BIRD"
"1527","B Crossen","blue bar","cock","Mar-72",1503.6,"OLD BIRD"
"1528","B Crossen","blue bar","hen","Apr-72",1503.6,"OLD BIRD"
"1529","Sundown Lof/2","complex","hen","161.928",1503.4,"OLD BIRD"
"1530","Leonard Lee","blue bar","cock","Feb-80",1501.6,"OLD BIRD"
"1531","Leonard Lee","blue bar","cock","Mar-80",1501.2,"OLD BIRD"
"1532","D J Loft  /22","blue bar","cock","100.251",1500.9,"OLD BIRD"
"1533","KEN FRALEY","complex","hen","8-Mar",1500.6,"OLD BIRD"
"1534","Leonard Lee","blue check","cock","Apr-80",1500.6,"OLD BIRD"
"1535","Jerry King /5","blue bar","cock","154.013",1499.5,"OLD BIRD"
"1536","Jack Chavis","complex","hen","14-Feb",1499.1,"OLD BIRD"
"1537","Matt Hazen /2","blue check","hen","176.101",1498.1,"OLD BIRD"
"1538","Rob Wilson/20","blue check","cock","93.296",1497.8,"OLD BIRD"
"1539","Riggins,Orval","blue bar","cock","17-Apr",1497.6,"OLD BIRD"
"1540","Al Fenrich /4","blue bar","cock","166.732",1496.4,"OLD BIRD"
"1541","STEVE LESLEY","complex","hen","14-Apr",1496.4,"OLD BIRD"
"1542","STEVE LESLEY","complex","cock","14-May",1496,"OLD BIRD"
"1543","KEN FRALEY","blue bar","cock","8-Apr",1494.8,"OLD BIRD"
"1544","FRALEY/SKURSK","complex","cock","8-Apr",1494.8,"OLD BIRD"
"1545","B Crossen","blue bar","cock","Feb-53",1494.8,"OLD BIRD"
"1546","KEN FRALEY","complex","cock","8-May",1494.7,"OLD BIRD"
"1547","Riggins,Orval","blue bar","cock","17-May",1494.3,"OLD BIRD"
"1548","B Crossen","blue check","cock","Mar-53",1494.3,"OLD BIRD"
"1549","B Crossen","blue bar","hen","Apr-53",1494.1,"OLD BIRD"
"1550","B Crossen","blue bar","cock","May-53",1493.9,"OLD BIRD"
"1551","B Crossen","blue bar","cock","Jun-53",1493.8,"OLD BIRD"
"1552","B Crossen","blue bar","hen","Jul-53",1493.4,"OLD BIRD"
"1553","Riggins,Orval","red check","hen","17-Jun",1493.3,"OLD BIRD"
"1554","Riggins,Orval","complex","cock","17-Jul",1493,"OLD BIRD"
"1555","B Crossen","blue bar","cock","Aug-53",1492.9,"OLD BIRD"
"1556","B Crossen","blue bar","cock","Sep-53",1492.8,"OLD BIRD"
"1557","Riggins,Orval","blue bar","hen","17-Aug",1492.7,"OLD BIRD"
"1558","B Crossen","blue check","hen","Oct-53",1492.3,"OLD BIRD"
"1559","B Crossen","blue check","hen","May-72",1490.8,"OLD BIRD"
"1560","Leonard Lee","blue check","hen","May-80",1490.6,"OLD BIRD"
"1561","Leonard Lee","blue bar","hen","Jun-80",1490.6,"OLD BIRD"
"1562","Leonard Lee","blue check","hen","Jul-80",1490.2,"OLD BIRD"
"1563","Riggins,Orval","blue check","hen","17-Sep",1490.2,"OLD BIRD"
"1564","Leonard Lee","blue bar","hen","Aug-80",1490.1,"OLD BIRD"
"1565","JOHN SHERI/13","blue bar","hen","142.758",1490.1,"OLD BIRD"
"1566","DAVE SKURSK/7","complex","cock","121.294",1489.6,"OLD BIRD"
"1567","VICTOR SAN/10","complex","cock","115.983",1488.7,"OLD BIRD"
"1568","L Mikesell/20","red check","hen","101.082",1488.6,"OLD BIRD"
"1569","Hideaway L/11","blue bar","hen","96.935",1488.3,"OLD BIRD"
"1570","Riggins,Orval","dark check","cock","17-Oct",1488.3,"OLD BIRD"
"1571","ELIASON    /6","blue check","cock","105.926",1487.7,"OLD BIRD"
"1572","JOHN SHERIDAN","complex","hen","13-Feb",1487.3,"OLD BIRD"
"1573","Hideaway Loft","blue check","hen","11-Feb",1487.2,"OLD BIRD"
"1574","Riggins,Orval","red check","cock","17-Nov",1486.8,"OLD BIRD"
"1575","B Crossen","blue bar","cock","Jun-72",1486.6,"OLD BIRD"
"1576","B Crossen","blue check","cock","Jul-72",1486.2,"OLD BIRD"
"1577","ELIASON","blue check","cock","6-Feb",1482,"OLD BIRD"
"1578","STEVE LESLEY","complex","hen","14-Jun",1481.7,"OLD BIRD"
"1579","B Crossen","blue bar","cock","Aug-72",1479.9,"OLD BIRD"
"1580","B Crossen","blue check","cock","Sep-72",1478.7,"OLD BIRD"
"1581","Leonard Lee","blue bar","hen","Sep-80",1478.6,"OLD BIRD"
"1582","Hap Hilton","blue check","hen","Feb-55",1478.4,"OLD BIRD"
